Year,Quarter,Product Model,5G Capability,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Region,Market Segment,Efficiency_Score,Est_Support_Years,Value_Score
2024,Q3,Galaxy Z Fold3 5G,Yes,43568,7815666.25,5.04,74.46,45.39,255.35,72.28,North America,Strategic (FE/Foldable),9.04,4.0,36.16
2024,Q3,Galaxy A14 5G,Yes,14266,34815441.96,4.33,40.78,17.49,190.78,88.08,Latin America,A-Series (Budget),105.67,3.0,317.01
2024,Q3,Galaxy S23 5G,Yes,15763,7376208.85,5.89,74.46,50.36,173.23,52.39,North America,S-Series (Flagship),27.56,5.0,137.79999999999998
2024,Q3,Galaxy Z Flip5 5G,Yes,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,Europe,Strategic (FE/Foldable),42.39,4.0,169.56
2024,Q4,Galaxy S10,No,9805,4494602.49,0.27,59.49,16.98,203.22,57.32,Middle East & Africa,S-Series (Flagship),1.24,5.0,6.2
2024,Q4,Galaxy Note10,No,39017,15031174.35,1.95,50.4,25.44,268.6,38.07,Asia-Pacific,Specialty,7.51,2.0,15.02
2024,Q4,Galaxy S20,No,7534,29771391.22,3.55,47.5,12.56,51.73,74.44,Europe,S-Series (Flagship),140.28,5.0,701.4
2024,Q4,Galaxy Note20,No,42266,23557754.83,0.34,86.28,26.49,294.81,51.79,Latin America,Specialty,1.9,2.0,3.8
2024,Q4,Galaxy S21,No,28852,14365866.47,0.23,46.1,3.47,194.32,86.51,Middle East & Africa,S-Series (Flagship),1.15,5.0,5.75
2024,Q4,Galaxy A32 5G,Yes,25724,57565236.58,5.68,69.98,34.17,231.5,84.08,Latin America,A-Series (Budget),127.11,3.0,381.33
2024,Q4,Galaxy A52 5G,Yes,10554,21897425.74,5.35,41.87,19.65,187.87,87.11,Asia-Pacific,A-Series (Budget),111.0,3.0,333.0
2024,Q4,Galaxy A73 5G,Yes,63966,35148376.0,3.86,68.18,37.3,171.35,81.11,North America,A-Series (Budget),21.21,3.0,63.63
2024,Q4,Galaxy Z Fold2 5G,Yes,50336,24239867.16,4.06,44.48,16.75,205.63,73.46,Middle East & Africa,Strategic (FE/Foldable),19.55,4.0,78.2
2024,Q4,Galaxy Z Flip3 5G,Yes,35834,8672653.01,3.47,79.11,20.48,97.86,49.0,Middle East & Africa,Strategic (FE/Foldable),8.4,4.0,33.6
2024,Q4,Galaxy S22 5G,Yes,28368,17639255.89,5.79,47.78,35.7,99.55,92.85,Europe,S-Series (Flagship),36.0,5.0,180.0
2024,Q4,Galaxy Z Fold3 5G,Yes,31313,33616387.43,6.7,59.12,51.35,229.94,66.1,North America,Strategic (FE/Foldable),71.93,4.0,287.72
2024,Q4,Galaxy A14 5G,Yes,10175,31584423.95,6.39,86.4,6.87,170.92,87.54,Asia-Pacific,A-Series (Budget),198.35,3.0,595.05
2024,Q4,Galaxy S23 5G,Yes,27459,48297091.18,2.65,73.66,17.95,186.37,92.94,North America,S-Series (Flagship),46.61,5.0,233.05
2024,Q4,Galaxy Z Flip5 5G,Yes,23576,7378715.04,4.94,92.65,27.65,261.8,75.18,Asia-Pacific,Strategic (FE/Foldable),15.46,4.0,61.84
2019,Q3,Galaxy A32 5G,Yes,57404,22248956.96,6.12,83.5,46.57,211.08,58.89,Europe,A-Series (Budget),23.72,3.0,71.16
2021,Q4,Galaxy Note10,No,39415,15774523.4,3.44,72.4,38.09,242.8,86.48,North America,Specialty,13.77,2.0,27.54
2022,Q3,Galaxy S22 5G,Yes,16005,41833223.63,6.71,88.73,39.93,281.7,86.82,Middle East & Africa,S-Series (Flagship),175.38,5.0,876.9
2022,Q3,Galaxy Note20,No,8330,26191927.65,4.0,73.87,24.35,169.49,53.29,North America,Specialty,125.77,2.0,251.54
2021,Q1,Galaxy S10,No,44456,14331275.99,0.65,61.11,40.37,129.5,66.93,North America,S-Series (Flagship),2.1,5.0,10.5
2020,Q2,Galaxy A73 5G,Yes,63974,66783552.34,4.99,43.38,39.44,264.15,79.22,Middle East & Africa,A-Series (Budget),52.09,3.0,156.27
2019,Q1,Galaxy S22 5G,Yes,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,Middle East & Africa,S-Series (Flagship),15.54,5.0,77.69999999999999
2020,Q2,Galaxy A32 5G,Yes,51214,22604101.45,3.88,98.74,29.87,153.45,54.94,North America,A-Series (Budget),17.12,3.0,51.36
2021,Q2,Galaxy S22 5G,Yes,27446,66537700.6,5.89,93.07,25.38,199.61,89.51,North America,S-Series (Flagship),142.79,5.0,713.9499999999999
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.28,6.26,48.75,15.75,162.28,64.74,Latin America,S-Series (Flagship),69.25,5.0,346.25
2021,Q3,Galaxy A73 5G,Yes,24758,51101597.95,4.72,98.62,35.63,259.73,81.14,Middle East & Africa,A-Series (Budget),97.42,3.0,292.26
2020,Q1,Galaxy Z Fold2 5G,Yes,11438,56002244.29,6.33,93.95,52.02,168.24,63.04,Asia-Pacific,Strategic (FE/Foldable),309.93,4.0,1239.72
2024,Q1,Galaxy Z Fold3 5G,Yes,6628,36995468.59,4.81,93.86,26.43,157.51,45.53,Europe,Strategic (FE/Foldable),268.48,4.0,1073.92
2021,Q2,Galaxy A32 5G,Yes,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,Middle East & Africa,A-Series (Budget),20.05,3.0,60.150000000000006
2019,Q4,Galaxy A32 5G,Yes,40164,21739755.84,3.76,50.13,13.99,210.05,58.83,Latin America,A-Series (Budget),20.35,3.0,61.050000000000004
2020,Q4,Galaxy Note10,No,35672,43822054.96,0.84,44.22,46.9,285.05,50.09,Asia-Pacific,Specialty,10.32,2.0,20.64
2024,Q2,Galaxy A73 5G,Yes,14587,28041204.8,2.85,53.66,51.8,126.75,94.43,Asia-Pacific,A-Series (Budget),54.79,3.0,164.37
2023,Q2,Galaxy S20,No,24787,11158722.59,2.93,73.15,29.28,138.0,68.94,Europe,S-Series (Flagship),13.19,5.0,65.95
2021,Q2,Galaxy Z Flip3 5G,Yes,31267,31015491.11,3.11,75.22,36.29,75.66,48.08,Europe,Strategic (FE/Foldable),30.85,4.0,123.4
2021,Q2,Galaxy Note20,No,19360,21067765.94,0.71,72.25,24.64,119.68,71.1,Latin America,Specialty,7.73,2.0,15.46
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America,Strategic (FE/Foldable),89.54,4.0,358.16
2021,Q2,Galaxy Z Flip3 5G,Yes,31267,31015491.11,3.11,75.22,36.29,75.66,48.08,Europe,Strategic (FE/Foldable),30.85,4.0,123.4
2023,Q4,Galaxy S20,No,47421,4828393.06,0.34,69.32,14.16,174.21,73.78,Latin America,S-Series (Flagship),0.35,5.0,1.75
2021,Q3,Galaxy S10,No,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,Asia-Pacific,S-Series (Flagship),18.17,5.0,90.85000000000001
2021,Q1,Galaxy S23 5G,Yes,60093,79592293.16,3.24,68.56,48.17,130.83,75.69,Latin America,S-Series (Flagship),42.91,5.0,214.54999999999998
2024,Q1,Galaxy Z Fold2 5G,Yes,62968,36037742.34,3.27,91.81,35.09,236.61,93.38,Middle East & Africa,Strategic (FE/Foldable),18.71,4.0,74.84
2024,Q2,Galaxy Z Flip5 5G,Yes,44327,51331262.54,4.95,78.31,41.66,198.84,46.44,Middle East & Africa,Strategic (FE/Foldable),57.32,4.0,229.28
2022,Q1,Galaxy Z Flip3 5G,Yes,6800,6213699.61,6.1,52.04,54.21,81.93,52.88,Middle East & Africa,Strategic (FE/Foldable),55.74,4.0,222.96
2023,Q1,Galaxy Note20,No,41459,13687954.88,0.11,62.18,11.77,287.5,41.54,Latin America,Specialty,0.36,2.0,0.72
2020,Q4,Galaxy Note10,No,35672,43822054.96,0.84,44.22,46.9,285.05,50.09,Asia-Pacific,Specialty,10.32,2.0,20.64
2022,Q3,Galaxy S21,No,32243,28519800.44,0.13,27.27,22.56,82.24,53.9,North America,S-Series (Flagship),1.15,5.0,5.75
2021,Q1,Galaxy A52 5G,Yes,57898,19848318.31,4.43,45.27,23.12,277.65,55.07,Latin America,A-Series (Budget),15.19,3.0,45.57
2021,Q3,Galaxy Note20,No,42820,29532856.46,0.47,68.24,19.11,188.16,46.5,Latin America,Specialty,3.24,2.0,6.48
2021,Q2,Galaxy S10,No,33392,40200175.95,0.14,69.32,24.76,255.14,39.33,North America,S-Series (Flagship),1.69,5.0,8.45
2022,Q3,Galaxy Z Fold2 5G,Yes,64883,70601769.77,4.6,61.16,31.32,154.51,92.8,Latin America,Strategic (FE/Foldable),50.05,4.0,200.2
2021,Q1,Galaxy Note10,No,6548,54168172.52,2.64,63.01,17.85,279.58,73.97,Europe,Specialty,218.39,2.0,436.78
2019,Q4,Galaxy A52 5G,Yes,53367,69827344.42,6.1,95.93,47.57,185.7,93.45,North America,A-Series (Budget),79.81,3.0,239.43
2019,Q3,Galaxy S22 5G,Yes,15756,19796585.92,3.58,76.64,36.22,206.39,88.16,Middle East & Africa,S-Series (Flagship),44.98,5.0,224.89999999999998
2022,Q4,Galaxy A14 5G,Yes,33785,47573854.62,5.64,92.95,33.13,109.94,93.28,Latin America,A-Series (Budget),79.42,3.0,238.26
2021,Q2,Galaxy Z Flip5 5G,Yes,34710,17998844.95,5.28,61.27,11.75,237.56,76.8,Middle East & Africa,Strategic (FE/Foldable),27.38,4.0,109.52
2021,Q2,Galaxy A52 5G,Yes,36653,38555751.19,4.34,88.65,27.12,280.3,66.0,Middle East & Africa,A-Series (Budget),45.65,3.0,136.95
2020,Q2,Galaxy Z Fold3 5G,Yes,61462,55137531.49,5.78,89.44,51.04,280.82,85.04,Latin America,Strategic (FE/Foldable),51.85,4.0,207.4
2023,Q1,Galaxy A52 5G,Yes,35503,31844795.27,3.87,85.47,48.17,262.84,68.0,Asia-Pacific,A-Series (Budget),34.71,3.0,104.13
2019,Q3,Galaxy Z Fold3 5G,Yes,56418,53656997.8,6.91,54.03,24.27,61.49,87.97,Middle East & Africa,Strategic (FE/Foldable),65.72,4.0,262.88
2023,Q4,Galaxy Z Flip3 5G,Yes,34138,54539172.82,5.92,98.31,21.34,195.17,79.73,Asia-Pacific,Strategic (FE/Foldable),94.58,4.0,378.32
2021,Q1,Galaxy S21,No,34090,7777936.37,3.54,71.27,41.68,171.59,50.17,Middle East & Africa,S-Series (Flagship),8.08,5.0,40.4
2023,Q3,Galaxy Note10,No,14799,4874859.74,3.39,49.36,15.58,220.38,51.94,Middle East & Africa,Specialty,11.17,2.0,22.34
2020,Q3,Galaxy Z Fold2 5G,Yes,33872,60050676.8,2.94,88.63,27.11,186.09,61.17,Middle East & Africa,Strategic (FE/Foldable),52.12,4.0,208.48
2019,Q1,Galaxy Note10,No,25671,7240265.6,2.82,85.8,42.58,67.46,37.26,Latin America,Specialty,7.95,2.0,15.9
2020,Q1,Galaxy Z Flip5 5G,Yes,53118,71564619.92,4.21,103.57,52.17,120.41,76.81,North America,Strategic (FE/Foldable),56.72,4.0,226.88
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.78,61.9,24.69,160.98,45.26,North America,Specialty,14.11,2.0,28.22
2024,Q3,Galaxy S22 5G,Yes,59709,24247149.04,6.3,103.78,12.99,284.37,67.07,Middle East & Africa,S-Series (Flagship),25.58,5.0,127.89999999999999
2021,Q2,Galaxy S21,No,41937,10442280.66,0.2,67.0,23.33,106.63,42.6,Asia-Pacific,S-Series (Flagship),0.5,5.0,2.5
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America,A-Series (Budget),101.67,3.0,305.01
2021,Q4,Galaxy A32 5G,Yes,7653,25848407.75,6.33,66.02,9.81,183.48,54.28,Middle East & Africa,A-Series (Budget),213.8,3.0,641.4000000000001
2019,Q1,Galaxy S10,No,26396,4212951.05,1.04,57.36,39.55,293.1,55.87,Asia-Pacific,S-Series (Flagship),1.66,5.0,8.299999999999999
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America,A-Series (Budget),254.92,3.0,764.76
2021,Q2,Galaxy A14 5G,Yes,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,Europe,A-Series (Budget),31.21,3.0,93.63
2023,Q2,Galaxy S20,No,24787,11158722.59,2.93,73.15,29.28,138.0,68.94,Europe,S-Series (Flagship),13.19,5.0,65.95
2019,Q1,Galaxy Note20,No,7177,21984415.83,0.84,25.7,23.41,105.27,40.03,North America,Specialty,25.73,2.0,51.46
2021,Q3,Galaxy Note10,No,34903,18518248.49,2.05,53.32,5.41,217.97,54.81,Europe,Specialty,10.88,2.0,21.76
2023,Q1,Galaxy Note10,No,14664,15195950.99,1.66,62.66,1.47,171.98,74.11,North America,Specialty,17.2,2.0,34.4
2024,Q4,Galaxy S20,No,7534,29771391.22,3.55,47.5,12.56,51.73,74.44,Europe,S-Series (Flagship),140.28,5.0,701.4
2021,Q1,Galaxy Note20,No,36476,9769649.44,0.4,67.05,29.96,138.12,52.54,Europe,Specialty,1.07,2.0,2.14
2021,Q3,Galaxy Z Fold2 5G,Yes,50384,16798329.65,4.36,89.43,51.51,132.01,80.99,Asia-Pacific,Strategic (FE/Foldable),14.54,4.0,58.16
2020,Q2,Galaxy S21,No,8601,32922566.24,2.99,82.16,47.56,139.42,52.96,Asia-Pacific,S-Series (Flagship),114.45,5.0,572.25
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe,S-Series (Flagship),33.45,5.0,167.25
2023,Q4,Galaxy Z Flip3 5G,Yes,34138,54539172.82,5.92,98.31,21.34,195.17,79.73,Asia-Pacific,Strategic (FE/Foldable),94.58,4.0,378.32
2021,Q2,Galaxy A14 5G,Yes,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,Europe,A-Series (Budget),31.21,3.0,93.63
2022,Q3,Galaxy Z Fold3 5G,Yes,55071,52340365.75,3.6,55.45,51.49,279.27,73.87,Europe,Strategic (FE/Foldable),34.21,4.0,136.84
2024,Q4,Galaxy S23 5G,Yes,27459,48297091.18,2.65,73.66,17.95,186.37,92.94,North America,S-Series (Flagship),46.61,5.0,233.05
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America,Specialty,51.13,2.0,102.26
2021,Q2,Galaxy A14 5G,Yes,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,Europe,A-Series (Budget),31.21,3.0,93.63
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America,A-Series (Budget),254.92,3.0,764.76
2024,Q4,Galaxy Z Fold2 5G,Yes,50336,24239867.16,4.06,44.48,16.75,205.63,73.46,Middle East & Africa,Strategic (FE/Foldable),19.55,4.0,78.2
2023,Q3,Galaxy Z Flip3 5G,Yes,30009,27935761.68,5.49,48.11,22.61,157.0,94.16,Europe,Strategic (FE/Foldable),51.11,4.0,204.44
2024,Q2,Galaxy A52 5G,Yes,33515,35787763.82,4.3,82.09,44.83,256.14,51.86,Latin America,A-Series (Budget),45.92,3.0,137.76
2021,Q3,Galaxy S22 5G,Yes,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,Middle East & Africa,S-Series (Flagship),41.3,5.0,206.5
2023,Q3,Galaxy A14 5G,Yes,51399,42332669.41,4.71,77.37,33.16,212.73,87.94,Latin America,A-Series (Budget),38.79,3.0,116.37
2024,Q4,Galaxy A32 5G,Yes,25724,57565236.58,5.68,69.98,34.17,231.5,84.08,Latin America,A-Series (Budget),127.11,3.0,381.33
2019,Q3,Galaxy Z Fold2 5G,Yes,57951,41600297.39,2.72,55.58,17.57,184.77,67.9,Asia-Pacific,Strategic (FE/Foldable),19.53,4.0,78.12
2020,Q4,Galaxy A52 5G,Yes,48805,32349455.4,4.42,99.33,33.79,96.26,57.17,North America,A-Series (Budget),29.3,3.0,87.9
2020,Q3,Galaxy A52 5G,Yes,63137,23567297.83,4.79,66.15,49.64,94.47,82.6,North America,A-Series (Budget),17.88,3.0,53.64
2024,Q2,Galaxy A73 5G,Yes,14587,28041204.8,2.85,53.66,51.8,126.75,94.43,Asia-Pacific,A-Series (Budget),54.79,3.0,164.37
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America,A-Series (Budget),101.67,3.0,305.01
2020,Q3,Galaxy Z Flip3 5G,Yes,56598,9650777.53,6.61,77.65,26.15,69.04,88.7,Latin America,Strategic (FE/Foldable),11.27,4.0,45.08
2021,Q2,Galaxy Z Fold3 5G,Yes,60479,80946999.25,4.36,41.23,45.34,215.46,49.82,Latin America,Strategic (FE/Foldable),58.36,4.0,233.44
2019,Q2,Galaxy S20,No,17404,14950208.85,2.51,38.86,36.38,105.21,67.78,Middle East & Africa,S-Series (Flagship),21.56,5.0,107.8
2021,Q4,Galaxy Z Fold2 5G,Yes,40197,47733241.81,4.21,63.71,37.93,70.52,74.59,Europe,Strategic (FE/Foldable),49.99,4.0,199.96
2022,Q4,Galaxy Z Fold3 5G,Yes,22829,33124655.16,6.4,70.69,26.25,125.31,93.2,North America,Strategic (FE/Foldable),92.86,4.0,371.44
2019,Q1,Galaxy Note10,No,25671,7240265.6,2.82,85.8,42.58,67.46,37.26,Latin America,Specialty,7.95,2.0,15.9
2021,Q3,Galaxy S10,No,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,Asia-Pacific,S-Series (Flagship),18.17,5.0,90.85000000000001
2022,Q3,Galaxy A73 5G,Yes,43668,32615703.95,3.64,41.86,25.87,164.53,62.1,Middle East & Africa,A-Series (Budget),27.19,3.0,81.57000000000001
2020,Q1,Galaxy Note10,No,21472,34965645.31,0.25,49.22,24.99,247.01,80.17,Latin America,Specialty,4.07,2.0,8.14
2019,Q2,Galaxy S23 5G,Yes,36613,63070767.79,3.25,83.96,13.22,280.73,75.51,North America,S-Series (Flagship),55.99,5.0,279.95
2019,Q4,Galaxy Note20,No,8438,35324703.52,2.29,80.9,10.53,80.15,75.72,Middle East & Africa,Specialty,95.87,2.0,191.74
2020,Q4,Galaxy A14 5G,Yes,36975,33358884.74,5.36,74.28,33.57,72.54,57.77,North America,A-Series (Budget),48.36,3.0,145.07999999999998
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America,Specialty,51.13,2.0,102.26
2022,Q1,Galaxy A52 5G,Yes,33814,62983632.7,4.56,57.41,21.53,170.67,72.61,Europe,A-Series (Budget),84.94,3.0,254.82
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America,Strategic (FE/Foldable),89.54,4.0,358.16
2024,Q4,Galaxy Z Flip3 5G,Yes,35834,8672653.01,3.47,79.11,20.48,97.86,49.0,Middle East & Africa,Strategic (FE/Foldable),8.4,4.0,33.6
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America,Specialty,51.13,2.0,102.26
2019,Q3,Galaxy S23 5G,Yes,18284,26788292.56,6.45,80.0,23.63,137.73,81.32,Latin America,S-Series (Flagship),94.5,5.0,472.5
2020,Q3,Galaxy A52 5G,Yes,63137,23567297.83,4.79,66.15,49.64,94.47,82.6,North America,A-Series (Budget),17.88,3.0,53.64
2019,Q2,Galaxy Z Flip3 5G,Yes,31105,12818738.02,4.77,93.04,20.52,110.55,73.07,North America,Strategic (FE/Foldable),19.66,4.0,78.64
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.78,61.9,24.69,160.98,45.26,North America,Specialty,14.11,2.0,28.22
2019,Q2,Galaxy S23 5G,Yes,36613,63070767.79,3.25,83.96,13.22,280.73,75.51,North America,S-Series (Flagship),55.99,5.0,279.95
2023,Q1,Galaxy A52 5G,Yes,35503,31844795.27,3.87,85.47,48.17,262.84,68.0,Asia-Pacific,A-Series (Budget),34.71,3.0,104.13
2020,Q3,Galaxy S21,No,44767,6397386.22,2.66,65.67,24.92,94.9,53.63,Middle East & Africa,S-Series (Flagship),3.8,5.0,19.0
2024,Q1,Galaxy S22 5G,Yes,43911,45501962.54,4.21,45.54,47.18,293.87,46.55,Europe,S-Series (Flagship),43.63,5.0,218.15
2019,Q3,Galaxy Note20,No,12535,28466176.11,2.09,55.61,31.12,111.28,47.14,Latin America,Specialty,47.46,2.0,94.92
2021,Q1,Galaxy Note20,No,36476,9769649.44,0.4,67.05,29.96,138.12,52.54,Europe,Specialty,1.07,2.0,2.14
2020,Q3,Galaxy A32 5G,Yes,29628,50812407.28,5.11,88.32,13.49,66.69,63.04,Asia-Pacific,A-Series (Budget),87.64,3.0,262.92
2022,Q4,Galaxy S21,No,32799,30084811.85,0.7,89.07,45.08,253.23,61.38,Europe,S-Series (Flagship),6.42,5.0,32.1
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America,S-Series (Flagship),5.94,5.0,29.700000000000003
2024,Q3,Galaxy Z Flip5 5G,Yes,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,Europe,Strategic (FE/Foldable),42.39,4.0,169.56
2019,Q3,Galaxy S21,No,20683,15828498.96,0.34,30.32,-0.65,239.67,46.13,Europe,S-Series (Flagship),2.6,5.0,13.0
2020,Q2,Galaxy Note10,No,8785,16339172.24,0.36,50.5,16.16,96.06,70.49,Europe,Specialty,6.7,2.0,13.4
2024,Q2,Galaxy A52 5G,Yes,33515,35787763.82,4.3,82.09,44.83,256.14,51.86,Latin America,A-Series (Budget),45.92,3.0,137.76
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America,Strategic (FE/Foldable),22.22,4.0,88.88
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America,S-Series (Flagship),5.94,5.0,29.700000000000003
2024,Q4,Galaxy S22 5G,Yes,28368,17639255.89,5.79,47.78,35.7,99.55,92.85,Europe,S-Series (Flagship),36.0,5.0,180.0
2022,Q2,Galaxy Z Flip3 5G,Yes,54159,43416974.45,5.91,101.8,45.27,232.71,51.01,Latin America,Strategic (FE/Foldable),47.38,4.0,189.52
2019,Q3,Galaxy S10,No,27112,27051337.74,3.78,61.35,47.48,152.0,50.23,North America,S-Series (Flagship),37.72,5.0,188.6
2023,Q1,Galaxy S22 5G,Yes,25428,41184238.58,4.9,78.09,24.18,262.01,54.8,North America,S-Series (Flagship),79.36,5.0,396.8
2024,Q3,Galaxy Note10,No,40214,41136987.82,0.14,87.83,40.29,259.95,42.51,Asia-Pacific,Specialty,1.43,2.0,2.86
2020,Q1,Galaxy A73 5G,Yes,48484,10752134.16,3.75,41.49,10.67,87.88,79.09,Middle East & Africa,A-Series (Budget),8.32,3.0,24.96
2020,Q2,Galaxy S21,No,8601,32922566.24,2.99,82.16,47.56,139.42,52.96,Asia-Pacific,S-Series (Flagship),114.45,5.0,572.25
2023,Q4,Galaxy Z Fold2 5G,Yes,61064,65387195.35,5.49,85.64,26.68,170.74,59.27,Asia-Pacific,Strategic (FE/Foldable),58.79,4.0,235.16
2024,Q3,Galaxy S10,No,32671,47591496.99,2.77,27.94,32.88,71.21,82.95,Asia-Pacific,S-Series (Flagship),40.35,5.0,201.75
2024,Q3,Galaxy Z Flip3 5G,Yes,35291,49226395.4,6.75,62.89,24.49,220.65,89.72,North America,Strategic (FE/Foldable),94.15,4.0,376.6
2023,Q1,Galaxy Z Fold2 5G,Yes,36500,11340925.86,2.86,98.22,46.72,177.9,65.83,Asia-Pacific,Strategic (FE/Foldable),8.89,4.0,35.56
2019,Q1,Galaxy Z Flip3 5G,Yes,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,Latin America,Strategic (FE/Foldable),89.54,4.0,358.16
2021,Q1,Galaxy Note20,No,36476,9769649.44,0.4,67.05,29.96,138.12,52.54,Europe,Specialty,1.07,2.0,2.14
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America,Strategic (FE/Foldable),22.22,4.0,88.88
2020,Q2,Galaxy Z Flip5 5G,Yes,47830,79207664.34,3.46,58.97,52.43,236.28,50.08,Asia-Pacific,Strategic (FE/Foldable),57.3,4.0,229.2
2022,Q1,Galaxy Z Flip3 5G,Yes,6800,6213699.61,6.1,52.04,54.21,81.93,52.88,Middle East & Africa,Strategic (FE/Foldable),55.74,4.0,222.96
2020,Q1,Galaxy Z Fold2 5G,Yes,11438,56002244.29,6.33,93.95,52.02,168.24,63.04,Asia-Pacific,Strategic (FE/Foldable),309.93,4.0,1239.72
2023,Q1,Galaxy A32 5G,Yes,42266,25950100.26,6.02,55.39,39.53,262.25,45.63,Asia-Pacific,A-Series (Budget),36.96,3.0,110.88
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America,S-Series (Flagship),5.94,5.0,29.700000000000003
2022,Q2,Galaxy A14 5G,Yes,58156,45419753.7,4.28,88.11,44.95,232.59,86.74,Middle East & Africa,A-Series (Budget),33.43,3.0,100.28999999999999
2022,Q3,Galaxy Note10,No,27006,5136019.54,0.36,70.18,-0.05,179.88,63.62,Middle East & Africa,Specialty,0.68,2.0,1.36
2024,Q1,Galaxy Z Fold3 5G,Yes,6628,36995468.59,4.81,93.86,26.43,157.51,45.53,Europe,Strategic (FE/Foldable),268.48,4.0,1073.92
2020,Q2,Galaxy Z Flip5 5G,Yes,47830,79207664.34,3.46,58.97,52.43,236.28,50.08,Asia-Pacific,Strategic (FE/Foldable),57.3,4.0,229.2
2020,Q4,Galaxy Z Fold3 5G,Yes,11163,12032304.64,3.84,40.71,45.09,122.22,83.63,North America,Strategic (FE/Foldable),41.39,4.0,165.56
2019,Q4,Galaxy S20,No,46113,23485210.48,1.89,69.9,13.34,167.31,45.48,Europe,S-Series (Flagship),9.63,5.0,48.150000000000006
2020,Q3,Galaxy Z Fold3 5G,Yes,53108,8982957.78,6.02,47.8,32.45,100.39,59.44,Latin America,Strategic (FE/Foldable),10.18,4.0,40.72
2023,Q2,Galaxy Z Flip3 5G,Yes,55851,19401460.38,5.04,98.87,14.29,187.41,45.43,Latin America,Strategic (FE/Foldable),17.51,4.0,70.04
2019,Q2,Galaxy Z Flip5 5G,Yes,12030,33549565.92,5.82,48.62,36.32,227.63,91.79,Latin America,Strategic (FE/Foldable),162.31,4.0,649.24
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America,Specialty,51.13,2.0,102.26
2021,Q1,Galaxy S21,No,34090,7777936.37,3.54,71.27,41.68,171.59,50.17,Middle East & Africa,S-Series (Flagship),8.08,5.0,40.4
2022,Q3,Galaxy Note10,No,27006,5136019.54,0.36,70.18,-0.05,179.88,63.62,Middle East & Africa,Specialty,0.68,2.0,1.36
2024,Q2,Galaxy Z Fold3 5G,Yes,33169,35954900.03,5.42,53.54,26.02,294.86,54.66,Europe,Strategic (FE/Foldable),58.75,4.0,235.0
2024,Q1,Galaxy Z Flip3 5G,Yes,57073,27851665.91,2.61,66.33,8.11,196.33,89.62,Latin America,Strategic (FE/Foldable),12.74,4.0,50.96
2019,Q1,Galaxy Z Fold3 5G,Yes,19643,36029498.52,5.67,76.62,22.84,220.82,88.16,Asia-Pacific,Strategic (FE/Foldable),104.0,4.0,416.0
2023,Q3,Galaxy A73 5G,Yes,60353,10771600.52,3.43,67.71,35.68,79.34,58.28,North America,A-Series (Budget),6.12,3.0,18.36
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe,S-Series (Flagship),33.45,5.0,167.25
